Net Asset Value,Repurchase Price,Sale Price,NAV date
30.6655,30.3588,30.6655,09-Apr-15
30.6478,30.3413,30.6478,10-Apr-15
30.6869,30.38,30.6869,13-Apr-15
30.6668,30.3601,30.6668,15-Apr-15
30.6839,30.3771,30.6839,16-Apr-15
30.6386,30.3322,30.6386,17-Apr-15
30.588,30.2821,30.588,20-Apr-15
30.5638,30.2582,30.5638,21-Apr-15
30.5533,30.2478,30.5533,22-Apr-15
30.5798,30.274,30.5798,23-Apr-15
30.4771,30.1723,30.4771,24-Apr-15
30.4027,30.0987,30.4027,27-Apr-15
30.4957,30.1907,30.4957,28-Apr-15
30.4824,30.1776,30.4824,29-Apr-15
30.4598,30.1552,30.4598,30-Apr-15
30.5545,30.249,30.5545,05-May-15
30.326,30.0227,30.326,06-May-15
30.1263,29.825,30.1263,07-May-15
30.2,29.898,30.2,08-May-15
30.3635,30.0599,30.3635,11-May-15
30.2131,29.911,30.2131,12-May-15
30.272,29.9693,30.272,13-May-15
30.3133,30.0102,30.3133,14-May-15
30.341,30.0376,30.341,15-May-15
30.426,30.1217,30.426,18-May-15
30.5068,30.2017,30.5068,19-May-15
30.4946,30.1897,30.4946,20-May-15
30.477,30.1722,30.477,21-May-15
30.5705,30.2648,30.5705,22-May-15
30.5992,30.2932,30.5992,25-May-15
30.5946,30.2887,30.5946,26-May-15
30.5979,30.2919,30.5979,27-May-15
30.6252,30.3189,30.6252,28-May-15
30.7079,30.4008,30.7079,29-May-15
30.7172,30.41,30.7172,01-Jun-15
30.5446,30.2392,30.5446,02-Jun-15
30.462,30.1574,30.462,03-Jun-15
30.4238,30.1196,30.4238,04-Jun-15
30.4665,30.1618,30.4665,05-Jun-15
30.4199,30.1157,30.4199,08-Jun-15
30.4252,30.1209,30.4252,09-Jun-15
30.445,30.1406,30.445,10-Jun-15
30.2916,29.9887,30.2916,11-Jun-15
30.2782,29.9754,30.2782,12-Jun-15
30.3405,30.0371,30.3405,15-Jun-15
30.3263,30.023,30.3263,16-Jun-15
30.4383,30.1339,30.4383,17-Jun-15
30.6264,30.3201,30.6264,18-Jun-15
30.7127,30.4056,30.7127,19-Jun-15
30.7664,30.4587,30.7664,22-Jun-15
30.7747,30.467,30.7747,23-Jun-15
30.7093,30.4022,30.7093,24-Jun-15
30.6383,30.3319,30.6383,25-Jun-15
30.6438,30.3374,30.6438,26-Jun-15
30.547,30.2415,30.547,29-Jun-15
30.6479,30.3414,30.6479,30-Jun-15
