Net Asset Value,Repurchase Price,Sale Price,NAV date
53.567,,,18-Sep-18
53.374,,,19-Sep-18
52.876,,,21-Sep-18
52.189,,,24-Sep-18
52.395,,,25-Sep-18
52.48,,,26-Sep-18
52.132,,,27-Sep-18
51.917,,,28-Sep-18
52.203,,,01-Oct-18
51.868,,,03-Oct-18
51.136,,,04-Oct-18
50.358,,,05-Oct-18
50.077,,,08-Oct-18
49.936,,,09-Oct-18
50.729,,,10-Oct-18
50.107,,,11-Oct-18
50.848,,,12-Oct-18
51.086,,,15-Oct-18
51.463,,,16-Oct-18
50.953,,,17-Oct-18
50.631,,,19-Oct-18
50.532,,,22-Oct-18
50.248,,,23-Oct-18
50.451,,,24-Oct-18
50.13,,,25-Oct-18
49.929,,,26-Oct-18
50.741,,,29-Oct-18
50.673,,,30-Oct-18
51.384,,,31-Oct-18
51.615,,,01-Nov-18
52.101,,,02-Nov-18
51.929,,,05-Nov-18
51.813,,,06-Nov-18
52.157,,,09-Nov-18
51.794,,,12-Nov-18
52.002,,,13-Nov-18
52.208,,,14-Nov-18
52.35,,,15-Nov-18
52.477,,,16-Nov-18
52.772,,,19-Nov-18
52.411,,,20-Nov-18
52.35,,,21-Nov-18
52.133,,,22-Nov-18
52.432,,,26-Nov-18
52.54,,,27-Nov-18
52.589,,,28-Nov-18
52.914,,,29-Nov-18
52.952,,,30-Nov-18
52.958,,,03-Dec-18
53.024,,,04-Dec-18
52.752,,,05-Dec-18
52.269,,,06-Dec-18
52.401,,,07-Dec-18
51.762,,,10-Dec-18
51.924,,,11-Dec-18
52.674,,,12-Dec-18
52.876,,,13-Dec-18
52.891,,,14-Dec-18
53.213,,,17-Dec-18
53.241,,,18-Dec-18
53.634,,,19-Dec-18
53.551,,,20-Dec-18
53.047,,,21-Dec-18
52.743,,,24-Dec-18
52.928,,,26-Dec-18
52.99,,,27-Dec-18
53.303,,,28-Dec-18
53.415,,,31-Dec-18
53.643,,,01-Jan-19
53.311,,,02-Jan-19
52.943,,,03-Jan-19
53.135,,,04-Jan-19
53.247,,,07-Jan-19
53.378,,,08-Jan-19
53.547,,,09-Jan-19
53.538,,,10-Jan-19
53.488,,,11-Jan-19
53.336,,,14-Jan-19
53.638,,,15-Jan-19
53.665,,,16-Jan-19
53.641,,,17-Jan-19
53.507,,,18-Jan-19
53.538,,,21-Jan-19
53.371,,,22-Jan-19
53.06,,,23-Jan-19
53.09,,,24-Jan-19
52.89,,,25-Jan-19
52.455,,,28-Jan-19
52.478,,,29-Jan-19
52.684,,,30-Jan-19
53.178,,,31-Jan-19
53.154,,,01-Feb-19
53.02,,,04-Feb-19
52.936,,,05-Feb-19
53.131,,,06-Feb-19
53.229,,,07-Feb-19
52.811,,,08-Feb-19
52.676,,,11-Feb-19
52.432,,,12-Feb-19
52.283,,,13-Feb-19
52.214,,,14-Feb-19
52.123,,,15-Feb-19
51.878,,,18-Feb-19
51.855,,,19-Feb-19
52.256,,,20-Feb-19
52.444,,,21-Feb-19
52.494,,,22-Feb-19
52.796,,,25-Feb-19
52.576,,,26-Feb-19
52.523,,,27-Feb-19
52.666,,,28-Feb-19
53.101,,,01-Mar-19
53.761,,,05-Mar-19
54.004,,,06-Mar-19
54.107,,,07-Mar-19
54.061,,,08-Mar-19
54.609,,,11-Mar-19
55.175,,,12-Mar-19
55.35,,,13-Mar-19
55.368,,,14-Mar-19
55.645,,,15-Mar-19
55.695,,,18-Mar-19
55.944,,,19-Mar-19
55.967,,,20-Mar-19
55.754,,,22-Mar-19
55.441,,,25-Mar-19
55.807,,,26-Mar-19
55.897,,,27-Mar-19
56.376,,,28-Mar-19
56.7,,,29-Mar-19
56.789,,,01-Apr-19
56.999,,,02-Apr-19
56.626,,,03-Apr-19
56.471,,,04-Apr-19
56.655,,,05-Apr-19
56.436,,,08-Apr-19
56.575,,,09-Apr-19
56.313,,,10-Apr-19
56.218,,,11-Apr-19
56.315,,,12-Apr-19
56.382,,,15-Apr-19
56.681,,,16-Apr-19
56.381,,,18-Apr-19
55.822,,,22-Apr-19
55.708,,,23-Apr-19
56.064,,,24-Apr-19
55.842,,,25-Apr-19
56.295,,,26-Apr-19
56.087,,,30-Apr-19
55.954,,,02-May-19
55.957,,,03-May-19
55.642,,,06-May-19
55.371,,,07-May-19
54.967,,,08-May-19
54.808,,,09-May-19
54.795,,,10-May-19
54.257,,,13-May-19
54.491,,,14-May-19
54.288,,,15-May-19
54.564,,,16-May-19
54.858,,,17-May-19
56.314,,,20-May-19
55.983,,,21-May-19
56.159,,,22-May-19
56.018,,,23-May-19
56.994,,,24-May-19
57.591,,,27-May-19
57.62,,,28-May-19
57.262,,,29-May-19
57.522,,,30-May-19
57.477,,,31-May-19
57.769,,,03-Jun-19
57.662,,,04-Jun-19
56.888,,,06-Jun-19
57.067,,,07-Jun-19
57.151,,,10-Jun-19
57.428,,,11-Jun-19
57.224,,,12-Jun-19
57.26,,,13-Jun-19
57.023,,,14-Jun-19
56.54,,,17-Jun-19
56.695,,,18-Jun-19
56.585,,,19-Jun-19
57.071,,,20-Jun-19
56.868,,,21-Jun-19
56.87,,,24-Jun-19
57.209,,,25-Jun-19
57.456,,,26-Jun-19
57.433,,,27-Jun-19
57.249,,,28-Jun-19
57.498,,,01-Jul-19
57.576,,,02-Jul-19
57.625,,,03-Jul-19
57.802,,,04-Jul-19
57.396,,,05-Jul-19
56.589,,,08-Jul-19
56.601,,,09-Jul-19
56.415,,,10-Jul-19
56.666,,,11-Jul-19
56.633,,,12-Jul-19
56.589,,,15-Jul-19
56.869,,,16-Jul-19
56.915,,,17-Jul-19
56.603,,,18-Jul-19
56.008,,,19-Jul-19
55.705,,,22-Jul-19
55.605,,,23-Jul-19
55.365,,,24-Jul-19
55.332,,,25-Jul-19
55.309,,,26-Jul-19
55.017,,,29-Jul-19
54.708,,,30-Jul-19
54.948,,,31-Jul-19
54.389,,,01-Aug-19
54.341,,,02-Aug-19
53.825,,,05-Aug-19
54.296,,,06-Aug-19
53.965,,,07-Aug-19
54.52,,,08-Aug-19
54.702,,,09-Aug-19
53.911,,,13-Aug-19
54.34,,,14-Aug-19
54.337,,,16-Aug-19
54.442,,,19-Aug-19
54.17,,,20-Aug-19
53.673,,,21-Aug-19
53.023,,,22-Aug-19
53.293,,,23-Aug-19
54.137,,,26-Aug-19
54.405,,,27-Aug-19
54.295,,,28-Aug-19
53.968,,,29-Aug-19
54.197,,,30-Aug-19
53.534,,,03-Sep-19
53.804,,,04-Sep-19
53.891,,,05-Sep-19
54.163,,,06-Sep-19
54.376,,,09-Sep-19
54.533,,,11-Sep-19
54.498,,,12-Sep-19
54.781,,,13-Sep-19
54.513,,,16-Sep-19
53.807,,,17-Sep-19
53.944,,,18-Sep-19
53.503,,,19-Sep-19
55.4,,,20-Sep-19
56.628,,,23-Sep-19
56.515,,,24-Sep-19
55.938,,,25-Sep-19
56.32,,,26-Sep-19
56.131,,,27-Sep-19
55.96,,,30-Sep-19
55.461,,,01-Oct-19
55.298,,,03-Oct-19
54.755,,,04-Oct-19
54.36,,,07-Oct-19
54.964,,,09-Oct-19
54.578,,,10-Oct-19
54.78,,,11-Oct-19
54.903,,,14-Oct-19
55.008,,,15-Oct-19
55.13,,,16-Oct-19
55.521,,,17-Oct-19
55.895,,,18-Oct-19
55.653,,,22-Oct-19
55.73,,,23-Oct-19
55.586,,,24-Oct-19
55.661,,,25-Oct-19
56.301,,,29-Oct-19
56.418,,,30-Oct-19
56.642,,,31-Oct-19
56.849,,,01-Nov-19
57.016,,,04-Nov-19
56.853,,,05-Nov-19
56.975,,,06-Nov-19
57.04,,,07-Nov-19
56.734,,,08-Nov-19
56.836,,,11-Nov-19
56.426,,,13-Nov-19
56.529,,,14-Nov-19
56.734,,,15-Nov-19
56.814,,,18-Nov-19
57.056,,,19-Nov-19
57.302,,,20-Nov-19
57.14,,,21-Nov-19
56.926,,,22-Nov-19
57.413,,,25-Nov-19
57.261,,,26-Nov-19
57.384,,,27-Nov-19
57.731,,,28-Nov-19
57.528,,,29-Nov-19
57.448,,,02-Dec-19
57.149,,,03-Dec-19
57.392,,,04-Dec-19
57.225,,,05-Dec-19
56.812,,,06-Dec-19
56.906,,,09-Dec-19
56.602,,,10-Dec-19
56.641,,,11-Dec-19
56.861,,,12-Dec-19
57.281,,,13-Dec-19
57.215,,,16-Dec-19
57.599,,,17-Dec-19
57.716,,,18-Dec-19
57.706,,,19-Dec-19
57.82,,,20-Dec-19
57.861,,,23-Dec-19
57.753,,,24-Dec-19
57.515,,,26-Dec-19
58.031,,,27-Dec-19
58.05,,,30-Dec-19
57.81,,,31-Dec-19
57.972,,,01-Jan-20
58.474,,,02-Jan-20
58.271,,,03-Jan-20
57.34,,,06-Jan-20
57.52,,,07-Jan-20
57.41,,,08-Jan-20
58.198,,,09-Jan-20
58.213,,,10-Jan-20
58.504,,,13-Jan-20
58.659,,,14-Jan-20
58.602,,,15-Jan-20
58.702,,,16-Jan-20
58.743,,,17-Jan-20
58.508,,,20-Jan-20
58.345,,,21-Jan-20
58.102,,,22-Jan-20
58.413,,,23-Jan-20
58.587,,,24-Jan-20
58.212,,,27-Jan-20
58.04,,,28-Jan-20
58.304,,,29-Jan-20
58.085,,,30-Jan-20
57.814,,,31-Jan-20
56.55,,,03-Feb-20
57.485,,,04-Feb-20
58.058,,,05-Feb-20
58.325,,,06-Feb-20
58.281,,,07-Feb-20
58.095,,,10-Feb-20
58.262,,,11-Feb-20
58.337,,,12-Feb-20
58.164,,,13-Feb-20
57.972,,,14-Feb-20
57.633,,,17-Feb-20
57.478,,,18-Feb-20
58.03,,,19-Feb-20
58.224,,,20-Feb-20
57.288,,,24-Feb-20
57.168,,,25-Feb-20
56.765,,,26-Feb-20
56.494,,,27-Feb-20
55.152,,,28-Feb-20
54.986,,,02-Mar-20
55.484,,,03-Mar-20
55.075,,,04-Mar-20
55.112,,,05-Mar-20
54.045,,,06-Mar-20
52.386,,,09-Mar-20
52.18,,,11-Mar-20
48.905,,,12-Mar-20
50.293,,,13-Mar-20
47.769,,,16-Mar-20
46.742,,,17-Mar-20
45.017,,,18-Mar-20
44.074,,,19-Mar-20
45.21,,,20-Mar-20
41.063,,,23-Mar-20
41.504,,,24-Mar-20
42.814,,,25-Mar-20
44.194,,,26-Mar-20
44.776,,,27-Mar-20
43.336,,,30-Mar-20
44.489,,,31-Mar-20
43.456,,,01-Apr-20
43.456,,,01-Apr-20
42.751,,,03-Apr-20
42.751,,,03-Apr-20
44.799,,,07-Apr-20
44.799,,,07-Apr-20
44.658,,,08-Apr-20
44.658,,,08-Apr-20
45.89,,,09-Apr-20
45.89,,,09-Apr-20
45.714,,,13-Apr-20
45.714,,,13-Apr-20
45.699,,,15-Apr-20
45.699,,,15-Apr-20
46.205,,,16-Apr-20
46.205,,,16-Apr-20
47.327,,,17-Apr-20
47.327,,,17-Apr-20
47.545,,,20-Apr-20
47.545,,,20-Apr-20
46.705,,,21-Apr-20
46.705,,,21-Apr-20
47.013,,,22-Apr-20
47.013,,,22-Apr-20
47.406,,,23-Apr-20
47.406,,,23-Apr-20
46.728,,,24-Apr-20
46.728,,,24-Apr-20
47.159,,,27-Apr-20
47.159,,,27-Apr-20
47.668,,,28-Apr-20
47.668,,,28-Apr-20
48.364,,,29-Apr-20
48.364,,,29-Apr-20
49.257,,,30-Apr-20
49.257,,,30-Apr-20
47.37,,,04-May-20
47.37,,,04-May-20
47.115,,,05-May-20
47.115,,,05-May-20
47.32,,,06-May-20
47.32,,,06-May-20
46.971,,,07-May-20
46.971,,,07-May-20
46.92,,,08-May-20
46.92,,,08-May-20
46.759,,,11-May-20
46.759,,,11-May-20
46.85,,,12-May-20
46.85,,,12-May-20
47.623,,,13-May-20
47.623,,,13-May-20
46.748,,,14-May-20
46.748,,,14-May-20
46.715,,,15-May-20
46.715,,,15-May-20
45.534,,,18-May-20
45.534,,,18-May-20
45.497,,,19-May-20
45.497,,,19-May-20
46.21,,,20-May-20
46.21,,,20-May-20
46.372,,,21-May-20
46.372,,,21-May-20
46.051,,,22-May-20
46.051,,,22-May-20
46.034,,,26-May-20
46.034,,,26-May-20
47.05,,,27-May-20
47.05,,,27-May-20
47.647,,,28-May-20
47.647,,,28-May-20
48.04,,,29-May-20
48.04,,,29-May-20
48.886,,,01-Jun-20
48.886,,,01-Jun-20
49.395,,,02-Jun-20
49.395,,,02-Jun-20
49.72,,,03-Jun-20
49.72,,,03-Jun-20
49.498,,,04-Jun-20
49.498,,,04-Jun-20
50.173,,,05-Jun-20
50.173,,,05-Jun-20
50.399,,,08-Jun-20
50.399,,,08-Jun-20
49.964,,,09-Jun-20
49.964,,,09-Jun-20
50.245,,,10-Jun-20
50.245,,,10-Jun-20
49.55,,,11-Jun-20
49.55,,,11-Jun-20
49.613,,,12-Jun-20
49.613,,,12-Jun-20
48.906,,,15-Jun-20
48.906,,,15-Jun-20
49.353,,,16-Jun-20
49.353,,,16-Jun-20
49.391,,,17-Jun-20
49.391,,,17-Jun-20
50.238,,,18-Jun-20
50.238,,,18-Jun-20
50.771,,,19-Jun-20
50.771,,,19-Jun-20
51.062,,,22-Jun-20
51.062,,,22-Jun-20
51.708,,,23-Jun-20
51.708,,,23-Jun-20
51.029,,,24-Jun-20
51.029,,,24-Jun-20
51.011,,,25-Jun-20
51.011,,,25-Jun-20
51.451,,,26-Jun-20
51.217,,,29-Jun-20
51.176,,,30-Jun-20
51.763,,,01-Jul-20
52.127,,,02-Jul-20
52.299,,,03-Jul-20
52.806,,,06-Jul-20
53.051,,,07-Jul-20
52.938,,,08-Jul-20
53.305,,,09-Jul-20
53.016,,,10-Jul-20
52.859,,,13-Jul-20
52.268,,,14-Jul-20
52.381,,,15-Jul-20
52.774,,,16-Jul-20
53.326,,,17-Jul-20
53.773,,,20-Jul-20
54.285,,,21-Jul-20
54.281,,,22-Jul-20
54.56,,,23-Jul-20
54.413,,,24-Jul-20
53.919,,,27-Jul-20
54.195,,,28-Jul-20
54.043,,,29-Jul-20
53.641,,,30-Jul-20
53.694,,,31-Jul-20
53.254,,,03-Aug-20
53.924,,,04-Aug-20
53.847,,,05-Aug-20
54.325,,,06-Aug-20
54.338,,,07-Aug-20
54.892,,,10-Aug-20
55.15,,,11-Aug-20
55.243,,,12-Aug-20
55.297,,,13-Aug-20
54.839,,,14-Aug-20
54.934,,,17-Aug-20
55.415,,,18-Aug-20
55.686,,,19-Aug-20
55.481,,,20-Aug-20
55.748,,,21-Aug-20
56.246,,,24-Aug-20
56.28,,,25-Aug-20
56.411,,,26-Aug-20
56.614,,,27-Aug-20
57.021,,,28-Aug-20
55.886,,,31-Aug-20
56.125,,,01-Sep-20
56.378,,,02-Sep-20
56.298,,,03-Sep-20
55.494,,,04-Sep-20
55.45,,,07-Sep-20
55.216,,,08-Sep-20
54.91,,,09-Sep-20
55.453,,,10-Sep-20
55.401,,,11-Sep-20
55.579,,,14-Sep-20
56.141,,,15-Sep-20
56.424,,,16-Sep-20
56.061,,,17-Sep-20
55.851,,,18-Sep-20
54.755,,,21-Sep-20
54.277,,,22-Sep-20
54.178,,,23-Sep-20
53.058,,,24-Sep-20
53.991,,,25-Sep-20
54.745,,,28-Sep-20
54.65,,,29-Sep-20
54.672,,,30-Sep-20
55.353,,,01-Oct-20
55.603,,,05-Oct-20
56.153,,,06-Oct-20
56.201,,,07-Oct-20
56.472,,,08-Oct-20
56.986,,,09-Oct-20
57.005,,,12-Oct-20
56.819,,,13-Oct-20
56.983,,,14-Oct-20
55.93,,,15-Oct-20
56.395,,,16-Oct-20
56.854,,,19-Oct-20
56.978,,,20-Oct-20
57.399,,,21-Oct-20
57.301,,,22-Oct-20
57.555,,,23-Oct-20
56.909,,,26-Oct-20
57.093,,,27-Oct-20
56.555,,,28-Oct-20
56.27,,,29-Oct-20
56.165,,,30-Oct-20
56.672,,,02-Nov-20
57.397,,,03-Nov-20
57.5,,,04-Nov-20
58.226,,,05-Nov-20
58.651,,,06-Nov-20
59.462,,,09-Nov-20
60.442,,,10-Nov-20
60.947,,,11-Nov-20
60.829,,,12-Nov-20
60.971,,,13-Nov-20
61.73,,,17-Nov-20
62.02,,,18-Nov-20
61.498,,,19-Nov-20
61.791,,,20-Nov-20
61.72,,,23-Nov-20
62.278,,,24-Nov-20
61.539,,,25-Nov-20
62.039,,,26-Nov-20
62.134,,,27-Nov-20
62.839,,,01-Dec-20
62.792,,,02-Dec-20
62.875,,,03-Dec-20
63.365,,,04-Dec-20
63.881,,,07-Dec-20
63.884,,,08-Dec-20
64.406,,,09-Dec-20
64.068,,,10-Dec-20
64.217,,,11-Dec-20
64.497,,,14-Dec-20
64.436,,,15-Dec-20
64.805,,,16-Dec-20
64.991,,,17-Dec-20
65.111,,,18-Dec-20
63.199,,,21-Dec-20
63.632,,,22-Dec-20
64.37,,,23-Dec-20
64.887,,,24-Dec-20
65.373,,,28-Dec-20
65.682,,,29-Dec-20
65.763,,,30-Dec-20
65.957,,,31-Dec-20
66.187,,,01-Jan-21
66.804,,,04-Jan-21
67.175,,,05-Jan-21
67.121,,,06-Jan-21
67.347,,,07-Jan-21
67.734,,,08-Jan-21
68.039,,,11-Jan-21
68.479,,,12-Jan-21
68.577,,,13-Jan-21
68.834,,,14-Jan-21
68.302,,,15-Jan-21
67.666,,,18-Jan-21
68.445,,,19-Jan-21
68.791,,,20-Jan-21
68.385,,,21-Jan-21
67.501,,,22-Jan-21
67.459,,,25-Jan-21
66.441,,,27-Jan-21
66.132,,,28-Jan-21
65.752,,,29-Jan-21
68.486,,,01-Feb-21
69.897,,,02-Feb-21
70.646,,,03-Feb-21
71.164,,,04-Feb-21
71.3,,,05-Feb-21
72.324,,,08-Feb-21
72.26,,,09-Feb-21
72.141,,,10-Feb-21
72.217,,,11-Feb-21
72.369,,,12-Feb-21
73.178,,,15-Feb-21
73.148,,,16-Feb-21
73.193,,,17-Feb-21
73.058,,,18-Feb-21
72.271,,,19-Feb-21
71.121,,,22-Feb-21
71.547,,,23-Feb-21
72.607,,,24-Feb-21
73.009,,,25-Feb-21
71.185,,,26-Feb-21
72.096,,,01-Mar-21
72.517,,,02-Mar-21
73.562,,,03-Mar-21
72.954,,,04-Mar-21
72.098,,,05-Mar-21
72.337,,,08-Mar-21
72.38,,,09-Mar-21
72.587,,,10-Mar-21
72.263,,,12-Mar-21
71.943,,,15-Mar-21
71.759,,,16-Mar-21
71.062,,,17-Mar-21
70.433,,,18-Mar-21
71.039,,,19-Mar-21
70.798,,,22-Mar-21
71.206,,,23-Mar-21
70.115,,,24-Mar-21
69.605,,,25-Mar-21
70.172,,,26-Mar-21
71.368,,,30-Mar-21
71.024,,,31-Mar-21
71.799,,,01-Apr-21
70.898,,,05-Apr-21
70.879,,,06-Apr-21
71.4,,,07-Apr-21
71.496,,,08-Apr-21
71.243,,,09-Apr-21
68.925,,,12-Apr-21
69.927,,,13-Apr-21
70.267,,,15-Apr-21
70.311,,,16-Apr-21
69.438,,,19-Apr-21
69.376,,,20-Apr-21
69.978,,,22-Apr-21
69.916,,,23-Apr-21
70.624,,,26-Apr-21
71.294,,,27-Apr-21
71.932,,,28-Apr-21
72.026,,,29-Apr-21
71.278,,,30-Apr-21
71.248,,,03-May-21
70.884,,,04-May-21
71.573,,,05-May-21
71.804,,,06-May-21
72.152,,,07-May-21
72.882,,,10-May-21
72.814,,,11-May-21
72.351,,,12-May-21
72.281,,,14-May-21
73.35,,,17-May-21
74.014,,,18-May-21
73.899,,,19-May-21
73.562,,,20-May-21
74.638,,,21-May-21
75.041,,,24-May-21
74.988,,,25-May-21
75.294,,,26-May-21
75.414,,,27-May-21
75.514,,,28-May-21
76.123,,,31-May-21
75.798,,,01-Jun-21
75.956,,,02-Jun-21
76.299,,,03-Jun-21
76.282,,,04-Jun-21
76.728,,,07-Jun-21
76.708,,,08-Jun-21
76.264,,,09-Jun-21
76.734,,,10-Jun-21
76.945,,,11-Jun-21
76.933,,,14-Jun-21
77.212,,,15-Jun-21
76.847,,,16-Jun-21
76.401,,,17-Jun-21
76.179,,,18-Jun-21
76.443,,,21-Jun-21
76.637,,,22-Jun-21
76.527,,,23-Jun-21
76.898,,,24-Jun-21
77.451,,,25-Jun-21
77.372,,,28-Jun-21
77.184,,,29-Jun-21
77.306,,,30-Jun-21
77.308,,,01-Jul-21
77.585,,,02-Jul-21
78.177,,,05-Jul-21
78.047,,,06-Jul-21
78.468,,,07-Jul-21
77.903,,,08-Jul-21
77.725,,,09-Jul-21
77.857,,,12-Jul-21
78.517,,,13-Jul-21
78.617,,,14-Jul-21
78.893,,,15-Jul-21
79.066,,,16-Jul-21
78.543,,,19-Jul-21
77.861,,,20-Jul-21
78.835,,,22-Jul-21
79.083,,,23-Jul-21
78.944,,,26-Jul-21
78.687,,,27-Jul-21
78.786,,,28-Jul-21
79.035,,,29-Jul-21
78.822,,,30-Jul-21
79.091,,,02-Aug-21
79.711,,,03-Aug-21
80.067,,,04-Aug-21
80.032,,,05-Aug-21
79.833,,,06-Aug-21
79.727,,,09-Aug-21
79.412,,,10-Aug-21
79.332,,,11-Aug-21
79.76,,,12-Aug-21
80.262,,,13-Aug-21
80.109,,,16-Aug-21
80.007,,,17-Aug-21
79.687,,,18-Aug-21
78.74,,,20-Aug-21
78.69,,,23-Aug-21
79.166,,,24-Aug-21
79.312,,,25-Aug-21
79.264,,,26-Aug-21
79.708,,,27-Aug-21
80.574,,,30-Aug-21
81.157,,,31-Aug-21
81.218,,,01-Sep-21
81.607,,,02-Sep-21
82.001,,,03-Sep-21
82.049,,,06-Sep-21
82.02,,,07-Sep-21
82.19,,,08-Sep-21
82.272,,,09-Sep-21
82.207,,,13-Sep-21
82.396,,,14-Sep-21
83.008,,,15-Sep-21
83.556,,,16-Sep-21
83.221,,,17-Sep-21
82.255,,,20-Sep-21
82.687,,,21-Sep-21
82.696,,,22-Sep-21
83.623,,,23-Sep-21
83.577,,,24-Sep-21
83.616,,,27-Sep-21
83.376,,,28-Sep-21
83.294,,,29-Sep-21
83.025,,,30-Sep-21
82.766,,,01-Oct-21
83.374,,,04-Oct-21
83.729,,,05-Oct-21
83.116,,,06-Oct-21
83.608,,,07-Oct-21
84.053,,,08-Oct-21
84.606,,,11-Oct-21
84.765,,,12-Oct-21
85.299,,,13-Oct-21
86.101,,,14-Oct-21
86.683,,,18-Oct-21
86.087,,,19-Oct-21
85.675,,,20-Oct-21
85.57,,,21-Oct-21
85.386,,,22-Oct-21
85.751,,,25-Oct-21
86.297,,,26-Oct-21
86.311,,,27-Oct-21
84.849,,,28-Oct-21
84.323,,,29-Oct-21
84.956,,,01-Nov-21
84.866,,,02-Nov-21
84.844,,,03-Nov-21
85.96,,,08-Nov-21
86.073,,,09-Nov-21
86.165,,,10-Nov-21
85.776,,,11-Nov-21
86.269,,,12-Nov-21
86.266,,,15-Nov-21
85.813,,,16-Nov-21
85.534,,,17-Nov-21
84.852,,,18-Nov-21
83.576,,,22-Nov-21
84.119,,,23-Nov-21
83.908,,,24-Nov-21
84.154,,,25-Nov-21
82.134,,,26-Nov-21
81.686,,,29-Nov-21
81.98,,,30-Nov-21
82.598,,,01-Dec-21
