Net Asset Value,Repurchase Price,Sale Price,NAV date
42.526,42.101,42.526,09-Nov-15
42.055,41.634,42.055,10-Nov-15
42.364,41.94,42.364,13-Nov-15
42.7,42.273,42.7,16-Nov-15
42.744,42.317,42.744,17-Nov-15
42.206,41.784,42.206,18-Nov-15
42.991,42.561,42.991,19-Nov-15
43.341,42.908,43.341,20-Nov-15
43.571,43.135,43.571,23-Nov-15
43.47,43.035,43.47,24-Nov-15
43.831,43.393,43.831,26-Nov-15
44.323,43.88,44.323,27-Nov-15
44.681,44.234,44.681,30-Nov-15
44.633,44.187,44.633,01-Dec-15
44.275,43.832,44.275,02-Dec-15
43.695,43.258,43.695,03-Dec-15
43.439,43.005,43.439,04-Dec-15
43.375,42.941,43.375,07-Dec-15
42.741,42.314,42.741,08-Dec-15
42.049,41.629,42.049,09-Dec-15
42.549,42.124,42.549,10-Dec-15
42.122,41.701,42.122,11-Dec-15
42.275,41.852,42.275,14-Dec-15
42.271,41.848,42.271,15-Dec-15
42.502,42.077,42.502,16-Dec-15
42.918,42.489,42.918,17-Dec-15
42.892,42.463,42.892,18-Dec-15
43.185,42.753,43.185,21-Dec-15
42.971,42.541,42.971,22-Dec-15
43.484,43.049,43.484,23-Dec-15
43.789,43.351,43.789,24-Dec-15
43.827,43.389,43.827,28-Dec-15
43.85,43.412,43.85,29-Dec-15
43.589,43.153,43.589,30-Dec-15
43.686,43.249,43.686,31-Dec-15
44.067,43.626,44.067,01-Jan-16
43.032,42.602,43.032,04-Jan-16
43.217,42.785,43.217,05-Jan-16
42.848,42.42,42.848,06-Jan-16
41.344,40.931,41.344,07-Jan-16
