Net Asset Value,Repurchase Price,Sale Price,NAV date
140.5793,,,20-Mar-19
139.9468,,,22-Mar-19
139.1434,,,25-Mar-19
140.1471,,,26-Mar-19
140.186,,,27-Mar-19
141.5281,,,28-Mar-19
142.2203,,,29-Mar-19
142.7466,,,01-Apr-19
143.2424,,,02-Apr-19
142.2682,,,03-Apr-19
141.9525,,,04-Apr-19
142.315,,,05-Apr-19
141.5003,,,08-Apr-19
141.5747,,,09-Apr-19
141.3019,,,10-Apr-19
141.5578,,,11-Apr-19
141.9379,,,12-Apr-19
142.6108,,,15-Apr-19
143.2831,,,16-Apr-19
142.8547,,,18-Apr-19
141.493,,,22-Apr-19
141.1608,,,23-Apr-19
142.0967,,,24-Apr-19
141.8205,,,25-Apr-19
142.3006,,,26-Apr-19
142.454,,,30-Apr-19
142.5815,,,02-May-19
142.8543,,,03-May-19
142.1718,,,06-May-19
141.3871,,,07-May-19
140.2886,,,08-May-19
139.5374,,,09-May-19
139.8052,,,10-May-19
138.6923,,,13-May-19
139.2394,,,14-May-19
139.4604,,,15-May-19
139.6684,,,16-May-19
140.9863,,,17-May-19
144.3753,,,20-May-19
143.4596,,,21-May-19
143.9102,,,22-May-19
143.7976,,,23-May-19
146.0441,,,24-May-19
146.6158,,,27-May-19
146.5899,,,28-May-19
145.9437,,,29-May-19
146.7237,,,30-May-19
146.8328,,,31-May-19
148.0711,,,03-Jun-19
147.4973,,,04-Jun-19
146.1277,,,06-Jun-19
146.4027,,,07-Jun-19
146.5443,,,10-Jun-19
146.8457,,,11-Jun-19
146.1735,,,12-Jun-19
146.2879,,,13-Jun-19
145.4454,,,14-Jun-19
144.3139,,,17-Jun-19
144.7651,,,18-Jun-19
144.4494,,,19-Jun-19
145.7132,,,20-Jun-19
144.9854,,,21-Jun-19
144.8047,,,24-Jun-19
145.8519,,,25-Jun-19
146.2087,,,26-Jun-19
146.1942,,,27-Jun-19
146.2186,,,28-Jun-19
146.6167,,,01-Jul-19
147.0321,,,02-Jul-19
147.0543,,,03-Jul-19
147.5775,,,04-Jul-19
146.797,,,05-Jul-19
144.632,,,08-Jul-19
144.9465,,,09-Jul-19
144.0412,,,10-Jul-19
144.9426,,,11-Jul-19
144.9026,,,12-Jul-19
145.3498,,,15-Jul-19
146.0922,,,16-Jul-19
146.4417,,,17-Jul-19
145.7167,,,18-Jul-19
144.2936,,,19-Jul-19
143.624,,,22-Jul-19
143.6572,,,23-Jul-19
142.9228,,,24-Jul-19
142.912,,,25-Jul-19
143.4183,,,26-Jul-19
143.166,,,29-Jul-19
142.4461,,,30-Jul-19
142.8753,,,31-Jul-19
141.3712,,,01-Aug-19
141.5733,,,02-Aug-19
140.2947,,,05-Aug-19
141.3591,,,06-Aug-19
140.9923,,,07-Aug-19
142.1814,,,08-Aug-19
142.7928,,,09-Aug-19
140.4,,,13-Aug-19
141.3543,,,14-Aug-19
141.8131,,,16-Aug-19
141.7112,,,19-Aug-19
141.3556,,,20-Aug-19
140.8576,,,21-Aug-19
139.6143,,,22-Aug-19
140.0573,,,23-Aug-19
142.1011,,,26-Aug-19
142.3617,,,27-Aug-19
142.1284,,,28-Aug-19
141.1204,,,29-Aug-19
141.5221,,,30-Aug-19
140.3631,,,03-Sep-19
141.1115,,,04-Sep-19
141.2808,,,05-Sep-19
142.0655,,,06-Sep-19
142.6966,,,09-Sep-19
142.691,,,11-Sep-19
142.636,,,12-Sep-19
143.3328,,,13-Sep-19
142.7778,,,16-Sep-19
141.1803,,,17-Sep-19
141.683,,,18-Sep-19
140.7802,,,19-Sep-19
145.4946,,,20-Sep-19
148.7192,,,23-Sep-19
148.4356,,,24-Sep-19
147.1838,,,25-Sep-19
148.4925,,,26-Sep-19
148.5366,,,27-Sep-19
148.4536,,,30-Sep-19
147.5087,,,01-Oct-19
146.9847,,,03-Oct-19
145.5912,,,04-Oct-19
145.3902,,,07-Oct-19
146.888,,,09-Oct-19
146.2638,,,10-Oct-19
146.7075,,,11-Oct-19
147.2032,,,14-Oct-19
147.5995,,,15-Oct-19
147.9505,,,16-Oct-19
149.3245,,,17-Oct-19
150.1637,,,18-Oct-19
149.6117,,,22-Oct-19
149.5785,,,23-Oct-19
149.3765,,,24-Oct-19
149.2892,,,25-Oct-19
150.2791,,,29-Oct-19
150.9721,,,30-Oct-19
151.4823,,,31-Oct-19
151.4302,,,01-Nov-19
151.5993,,,04-Nov-19
151.3743,,,05-Nov-19
151.8405,,,06-Nov-19
152.0982,,,07-Nov-19
151.6188,,,08-Nov-19
151.7941,,,11-Nov-19
150.9463,,,13-Nov-19
151.331,,,14-Nov-19
152.2559,,,15-Nov-19
152.751,,,18-Nov-19
153.4235,,,19-Nov-19
153.7294,,,20-Nov-19
153.0807,,,21-Nov-19
152.3752,,,22-Nov-19
154.3586,,,25-Nov-19
153.8375,,,26-Nov-19
154.3126,,,27-Nov-19
154.5373,,,28-Nov-19
154.184,,,29-Nov-19
153.8643,,,02-Dec-19
153.6308,,,03-Dec-19
154.0576,,,04-Dec-19
152.941,,,05-Dec-19
152.1544,,,06-Dec-19
152.3554,,,09-Dec-19
151.5888,,,10-Dec-19
151.7116,,,11-Dec-19
152.5206,,,12-Dec-19
153.3328,,,13-Dec-19
152.9717,,,16-Dec-19
153.8945,,,17-Dec-19
153.8674,,,18-Dec-19
154.1258,,,19-Dec-19
154.6449,,,20-Dec-19
154.8485,,,23-Dec-19
154.5761,,,24-Dec-19
154.0059,,,26-Dec-19
155.1678,,,27-Dec-19
155.2932,,,30-Dec-19
154.898,,,31-Dec-19
155.1056,,,01-Jan-20
155.8616,,,02-Jan-20
155.5893,,,03-Jan-20
153.4193,,,06-Jan-20
153.8984,,,07-Jan-20
153.9869,,,08-Jan-20
155.5835,,,09-Jan-20
156.056,,,10-Jan-20
156.76,,,13-Jan-20
156.8552,,,14-Jan-20
156.7288,,,15-Jan-20
157.3569,,,16-Jan-20
157.9177,,,17-Jan-20
156.9823,,,20-Jan-20
156.4625,,,21-Jan-20
156.1875,,,22-Jan-20
157.3794,,,23-Jan-20
158.2793,,,24-Jan-20
157.4111,,,27-Jan-20
157.1231,,,28-Jan-20
158.0005,,,29-Jan-20
157.0771,,,30-Jan-20
156.9179,,,31-Jan-20
155.6996,,,03-Feb-20
158.1187,,,04-Feb-20
159.0045,,,05-Feb-20
160.0948,,,06-Feb-20
160.2127,,,07-Feb-20
159.9766,,,10-Feb-20
160.2884,,,11-Feb-20
160.3585,,,12-Feb-20
160.2635,,,13-Feb-20
159.9786,,,14-Feb-20
159.4493,,,17-Feb-20
159.2165,,,18-Feb-20
160.3665,,,19-Feb-20
160.2781,,,20-Feb-20
158.5431,,,24-Feb-20
158.118,,,25-Feb-20
157.5042,,,26-Feb-20
157.0082,,,27-Feb-20
153.6054,,,28-Feb-20
152.6254,,,02-Mar-20
154.1598,,,03-Mar-20
153.153,,,04-Mar-20
153.8289,,,05-Mar-20
151.9624,,,06-Mar-20
147.8018,,,09-Mar-20
147.1653,,,11-Mar-20
138.2986,,,12-Mar-20
141.8237,,,13-Mar-20
136.0353,,,16-Mar-20
133.4713,,,17-Mar-20
128.1526,,,18-Mar-20
125.5153,,,19-Mar-20
128.7823,,,20-Mar-20
116.2825,,,23-Mar-20
117.7078,,,24-Mar-20
122.2692,,,25-Mar-20
125.6807,,,26-Mar-20
126.2752,,,27-Mar-20
123.52,,,30-Mar-20
126.443,,,31-Mar-20
123.349,,,01-Apr-20
123.349,,,01-Apr-20
121.4732,,,03-Apr-20
121.4732,,,03-Apr-20
127.362,,,07-Apr-20
127.362,,,07-Apr-20
127.2985,,,08-Apr-20
127.2985,,,08-Apr-20
130.9846,,,09-Apr-20
130.9846,,,09-Apr-20
130.3637,,,13-Apr-20
130.3637,,,13-Apr-20
130.1085,,,15-Apr-20
130.1085,,,15-Apr-20
131.0064,,,16-Apr-20
131.0064,,,16-Apr-20
133.896,,,17-Apr-20
133.896,,,17-Apr-20
133.9057,,,20-Apr-20
133.9057,,,20-Apr-20
131.2778,,,21-Apr-20
131.2778,,,21-Apr-20
132.2766,,,22-Apr-20
132.2766,,,22-Apr-20
133.3678,,,23-Apr-20
133.3678,,,23-Apr-20
131.1709,,,24-Apr-20
131.1709,,,24-Apr-20
132.3963,,,27-Apr-20
132.3963,,,27-Apr-20
132.9114,,,28-Apr-20
132.9114,,,28-Apr-20
134.3996,,,29-Apr-20
134.3996,,,29-Apr-20
136.2898,,,30-Apr-20
136.2898,,,30-Apr-20
131.574,,,04-May-20
131.574,,,04-May-20
130.4881,,,05-May-20
130.4881,,,05-May-20
131.2885,,,06-May-20
131.2885,,,06-May-20
130.4168,,,07-May-20
130.4168,,,07-May-20
130.5124,,,08-May-20
130.5124,,,08-May-20
130.2016,,,11-May-20
130.2016,,,11-May-20
130.3525,,,12-May-20
130.3525,,,12-May-20
132.5699,,,13-May-20
132.5699,,,13-May-20
130.7441,,,14-May-20
130.7441,,,14-May-20
130.5287,,,15-May-20
130.5287,,,15-May-20
127.0443,,,18-May-20
127.0443,,,18-May-20
128.2036,,,19-May-20
128.2036,,,19-May-20
129.9768,,,20-May-20
129.9768,,,20-May-20
130.3172,,,21-May-20
130.3172,,,21-May-20
129.6051,,,22-May-20
129.6051,,,22-May-20
129.3882,,,26-May-20
129.3882,,,26-May-20
131.2448,,,27-May-20
131.2448,,,27-May-20
132.5001,,,28-May-20
132.5001,,,28-May-20
133.6805,,,29-May-20
133.6805,,,29-May-20
135.7758,,,01-Jun-20
135.7758,,,01-Jun-20
136.7883,,,02-Jun-20
136.7883,,,02-Jun-20
137.4425,,,03-Jun-20
137.4425,,,03-Jun-20
137.3382,,,04-Jun-20
137.3382,,,04-Jun-20
139.2978,,,05-Jun-20
139.2978,,,05-Jun-20
140.0269,,,08-Jun-20
140.0269,,,08-Jun-20
139.1368,,,09-Jun-20
139.1368,,,09-Jun-20
139.5509,,,10-Jun-20
139.5509,,,10-Jun-20
137.3639,,,11-Jun-20
137.3639,,,11-Jun-20
138.2671,,,12-Jun-20
138.2671,,,12-Jun-20
136.4663,,,15-Jun-20
136.4663,,,15-Jun-20
136.867,,,16-Jun-20
136.867,,,16-Jun-20
136.8358,,,17-Jun-20
136.8358,,,17-Jun-20
138.657,,,18-Jun-20
138.657,,,18-Jun-20
139.9991,,,19-Jun-20
139.9991,,,19-Jun-20
141.426,,,22-Jun-20
141.426,,,22-Jun-20
143.3265,,,23-Jun-20
143.3265,,,23-Jun-20
141.4371,,,24-Jun-20
141.4371,,,24-Jun-20
141.7177,,,25-Jun-20
141.7177,,,25-Jun-20
142.5554,,,26-Jun-20
141.6393,,,29-Jun-20
141.4794,,,30-Jun-20
142.3841,,,01-Jul-20
142.9857,,,02-Jul-20
143.8388,,,03-Jul-20
145.2374,,,06-Jul-20
145.725,,,07-Jul-20
144.9726,,,08-Jul-20
145.8319,,,09-Jul-20
145.2232,,,10-Jul-20
145.3134,,,13-Jul-20
143.6873,,,14-Jul-20
143.5531,,,15-Jul-20
144.4869,,,16-Jul-20
146.4862,,,17-Jul-20
147.6344,,,20-Jul-20
148.5078,,,21-Jul-20
147.9037,,,22-Jul-20
149.0776,,,23-Jul-20
148.4206,,,24-Jul-20
147.3645,,,27-Jul-20
148.305,,,28-Jul-20
148.3618,,,29-Jul-20
147.5544,,,30-Jul-20
148.0365,,,31-Jul-20
147.0965,,,03-Aug-20
148.3161,,,04-Aug-20
148.5803,,,05-Aug-20
149.0698,,,06-Aug-20
149.5148,,,07-Aug-20
151.3326,,,10-Aug-20
151.2669,,,11-Aug-20
151.3166,,,12-Aug-20
151.8083,,,13-Aug-20
150.2485,,,14-Aug-20
150.5185,,,17-Aug-20
151.41,,,18-Aug-20
151.6932,,,19-Aug-20
151.2684,,,20-Aug-20
151.865,,,21-Aug-20
152.4825,,,24-Aug-20
152.9973,,,25-Aug-20
153.2007,,,26-Aug-20
153.4065,,,27-Aug-20
154.6938,,,28-Aug-20
151.2363,,,31-Aug-20
152.6903,,,01-Sep-20
153.6755,,,02-Sep-20
153.4914,,,03-Sep-20
151.5306,,,04-Sep-20
151.0148,,,07-Sep-20
149.9562,,,08-Sep-20
149.1074,,,09-Sep-20
150.4692,,,10-Sep-20
150.6234,,,11-Sep-20
150.7482,,,14-Sep-20
151.4343,,,15-Sep-20
152.2225,,,16-Sep-20
151.4254,,,17-Sep-20
151.8035,,,18-Sep-20
148.6967,,,21-Sep-20
147.7561,,,22-Sep-20
147.0919,,,23-Sep-20
143.739,,,24-Sep-20
146.3944,,,25-Sep-20
148.5059,,,28-Sep-20
148.0929,,,29-Sep-20
148.1517,,,30-Sep-20
149.5394,,,01-Oct-20
149.924,,,05-Oct-20
150.6973,,,06-Oct-20
150.7993,,,07-Oct-20
151.4528,,,08-Oct-20
152.4414,,,09-Oct-20
152.3562,,,12-Oct-20
152.1079,,,13-Oct-20
152.293,,,14-Oct-20
149.6814,,,15-Oct-20
150.7756,,,16-Oct-20
151.5807,,,19-Oct-20
151.8315,,,20-Oct-20
152.1878,,,21-Oct-20
152.3035,,,22-Oct-20
152.5586,,,23-Oct-20
151.3958,,,26-Oct-20
153.1274,,,27-Oct-20
152.0312,,,28-Oct-20
151.6808,,,29-Oct-20
151.4219,,,30-Oct-20
151.7157,,,02-Nov-20
152.6644,,,03-Nov-20
154.0816,,,04-Nov-20
156.1427,,,05-Nov-20
157.0079,,,06-Nov-20
158.9575,,,09-Nov-20
159.7814,,,10-Nov-20
160.8424,,,11-Nov-20
160.6062,,,12-Nov-20
161.2507,,,13-Nov-20
163.1093,,,17-Nov-20
163.815,,,18-Nov-20
162.3419,,,19-Nov-20
164.027,,,20-Nov-20
165.5058,,,23-Nov-20
166.6929,,,24-Nov-20
165.0732,,,25-Nov-20
166.5719,,,26-Nov-20
166.7157,,,27-Nov-20
168.2326,,,01-Dec-20
168.5785,,,02-Dec-20
169.115,,,03-Dec-20
170.1586,,,04-Dec-20
171.3887,,,07-Dec-20
171.406,,,08-Dec-20
172.3536,,,09-Dec-20
171.7895,,,10-Dec-20
171.7972,,,11-Dec-20
172.396,,,14-Dec-20
172.7146,,,15-Dec-20
173.9762,,,16-Dec-20
174.2737,,,17-Dec-20
174.5962,,,18-Dec-20
170.224,,,21-Dec-20
171.7072,,,22-Dec-20
172.7253,,,23-Dec-20
174.0501,,,24-Dec-20
175.0215,,,28-Dec-20
175.3278,,,29-Dec-20
175.9785,,,30-Dec-20
176.0298,,,31-Dec-20
176.617,,,01-Jan-21
178.1378,,,04-Jan-21
178.8912,,,05-Jan-21
178.6676,,,06-Jan-21
179.0529,,,07-Jan-21
181.022,,,08-Jan-21
181.4617,,,11-Jan-21
182.0769,,,12-Jan-21
181.8908,,,13-Jan-21
182.3578,,,14-Jan-21
180.9255,,,15-Jan-21
178.6889,,,18-Jan-21
180.7265,,,19-Jan-21
181.8368,,,20-Jan-21
180.9212,,,21-Jan-21
179.4819,,,22-Jan-21
178.0129,,,25-Jan-21
175.6886,,,27-Jan-21
174.6762,,,28-Jan-21
172.9993,,,29-Jan-21
177.9256,,,01-Feb-21
181.7079,,,02-Feb-21
183.227,,,03-Feb-21
185.1299,,,04-Feb-21
185.6775,,,05-Feb-21
187.5662,,,08-Feb-21
187.3075,,,09-Feb-21
187.5168,,,10-Feb-21
187.8706,,,11-Feb-21
187.4388,,,12-Feb-21
188.8495,,,15-Feb-21
188.8898,,,16-Feb-21
188.4251,,,17-Feb-21
188.1654,,,18-Feb-21
186.7477,,,19-Feb-21
184.3485,,,22-Feb-21
185.2043,,,23-Feb-21
186.7903,,,24-Feb-21
187.6727,,,25-Feb-21
183.9539,,,26-Feb-21
185.6712,,,01-Mar-21
187.3191,,,02-Mar-21
189.7375,,,03-Mar-21
189.3939,,,04-Mar-21
187.8909,,,05-Mar-21
188.1235,,,08-Mar-21
188.3656,,,09-Mar-21
188.9317,,,10-Mar-21
188.2989,,,12-Mar-21
187.3586,,,15-Mar-21
187.3352,,,16-Mar-21
185.0932,,,17-Mar-21
183.2169,,,18-Mar-21
184.5572,,,19-Mar-21
184.6206,,,22-Mar-21
185.7073,,,23-Mar-21
183.712,,,24-Mar-21
181.7514,,,25-Mar-21
183.1558,,,26-Mar-21
185.6323,,,30-Mar-21
185.1725,,,31-Mar-21
186.5095,,,01-Apr-21
185.0235,,,05-Apr-21
185.2812,,,06-Apr-21
186.539,,,07-Apr-21
187.1817,,,08-Apr-21
186.9391,,,09-Apr-21
182.0648,,,12-Apr-21
183.6811,,,13-Apr-21
184.2522,,,15-Apr-21
184.9463,,,16-Apr-21
182.8215,,,19-Apr-21
182.4262,,,20-Apr-21
183.0858,,,22-Apr-21
182.5409,,,23-Apr-21
183.7689,,,26-Apr-21
185.1677,,,27-Apr-21
187.1506,,,28-Apr-21
187.3856,,,29-Apr-21
186.7745,,,30-Apr-21
187.1406,,,03-May-21
186.0125,,,04-May-21
187.1449,,,05-May-21
187.6092,,,06-May-21
188.1231,,,07-May-21
189.4755,,,10-May-21
189.0645,,,11-May-21
187.9451,,,12-May-21
187.2382,,,14-May-21
189.1205,,,17-May-21
191.3784,,,18-May-21
191.9175,,,19-May-21
190.783,,,20-May-21
192.4745,,,21-May-21
192.8883,,,24-May-21
193.0594,,,25-May-21
193.3934,,,26-May-21
193.9264,,,27-May-21
193.9809,,,28-May-21
195.2836,,,31-May-21
195.1172,,,01-Jun-21
195.8898,,,02-Jun-21
196.9419,,,03-Jun-21
196.6565,,,04-Jun-21
197.2704,,,07-Jun-21
197.5718,,,08-Jun-21
196.7505,,,09-Jun-21
198.2733,,,10-Jun-21
198.6001,,,11-Jun-21
199.013,,,14-Jun-21
199.3842,,,15-Jun-21
198.2849,,,16-Jun-21
197.6863,,,17-Jun-21
197.2851,,,18-Jun-21
197.543,,,21-Jun-21
198.1751,,,22-Jun-21
197.7347,,,23-Jun-21
198.3275,,,24-Jun-21
199.2612,,,25-Jun-21
199.2882,,,28-Jun-21
198.8928,,,29-Jun-21
198.8631,,,30-Jun-21
198.7029,,,01-Jul-21
199.2939,,,02-Jul-21
200.4347,,,05-Jul-21
200.4477,,,06-Jul-21
201.1271,,,07-Jul-21
200.0963,,,08-Jul-21
200.2801,,,09-Jul-21
200.4838,,,12-Jul-21
201.13,,,13-Jul-21
201.7258,,,14-Jul-21
202.0625,,,15-Jul-21
202.6678,,,16-Jul-21
201.5546,,,19-Jul-21
200.2117,,,20-Jul-21
202.4978,,,22-Jul-21
202.5549,,,23-Jul-21
202.8533,,,26-Jul-21
202.0119,,,27-Jul-21
201.9943,,,28-Jul-21
203.0298,,,29-Jul-21
203.3619,,,30-Jul-21
204.4167,,,02-Aug-21
206.0094,,,03-Aug-21
206.274,,,04-Aug-21
206.5531,,,05-Aug-21
205.9069,,,06-Aug-21
205.8558,,,09-Aug-21
205.6768,,,10-Aug-21
205.6079,,,11-Aug-21
206.7236,,,12-Aug-21
207.7197,,,13-Aug-21
