Net Asset Value,Repurchase Price,Sale Price,NAV date
96.3244,94.8795,96.3244,27-Feb-15
97.4833,96.0211,97.4833,02-Mar-15
98.1454,96.6732,98.1454,03-Mar-15
97.9847,96.5149,97.9847,04-Mar-15
98.2169,96.7436,98.2169,05-Mar-15
97.4146,95.9534,97.4146,09-Mar-15
97.198,95.74,97.198,10-Mar-15
97.0158,95.5606,97.0158,11-Mar-15
97.4109,95.9497,97.4109,12-Mar-15
96.3623,94.9169,96.3623,13-Mar-15
96.4094,94.9633,96.4094,16-Mar-15
96.6877,95.2374,96.6877,17-Mar-15
96.7237,95.2728,96.7237,18-Mar-15
96.501,95.0535,96.501,19-Mar-15
96.1073,94.6657,96.1073,20-Mar-15
95.4807,94.0485,95.4807,23-Mar-15
95.5224,94.0896,95.5224,24-Mar-15
95.292,93.8626,95.292,25-Mar-15
94.4765,93.0594,94.4765,26-Mar-15
94.6162,93.197,94.6162,27-Mar-15
96.0059,94.5658,96.0059,30-Mar-15
96.2121,94.7689,96.2121,31-Mar-15
97.1905,95.7326,97.1905,01-Apr-15
97.8598,96.3919,97.8598,06-Apr-15
97.998,96.528,97.998,07-Apr-15
98.8815,97.3983,98.8815,08-Apr-15
99.0904,97.604,99.0904,09-Apr-15
99.1416,97.6545,99.1416,10-Apr-15
99.614,98.1198,99.614,13-Apr-15
99.0072,97.5221,99.0072,15-Apr-15
98.7912,97.3093,98.7912,16-Apr-15
98.0724,96.6013,98.0724,17-Apr-15
96.8179,95.3656,96.8179,20-Apr-15
96.6141,95.1649,96.6141,21-Apr-15
96.6623,95.2124,96.6623,22-Apr-15
96.6943,95.2439,96.6943,23-Apr-15
95.5106,94.0779,95.5106,24-Apr-15
94.4634,93.0464,94.4634,27-Apr-15
95.1003,93.6738,95.1003,28-Apr-15
95.4743,94.0422,95.4743,29-Apr-15
95.5106,94.0779,95.5106,30-Apr-15
96.4347,94.9882,96.4347,04-May-15
96.6449,95.1952,96.6449,05-May-15
94.9108,93.4871,94.9108,06-May-15
94.1795,92.7668,94.1795,07-May-15
95.0309,93.6054,95.0309,08-May-15
95.9092,94.4706,95.9092,11-May-15
94.7559,93.3346,94.7559,12-May-15
95.681,94.2458,95.681,13-May-15
95.9053,94.4667,95.9053,14-May-15
96.5414,95.0933,96.5414,15-May-15
96.936,95.9666,96.936,18-May-15
96.8947,95.9258,96.8947,19-May-15
97.2242,96.252,97.2242,20-May-15
97.2732,96.3005,97.2732,21-May-15
97.5784,96.6026,97.5784,22-May-15
97.0334,96.0631,97.0334,25-May-15
96.9293,95.96,96.9293,26-May-15
96.3606,95.397,96.3606,27-May-15
96.0794,95.1186,96.0794,28-May-15
96.7984,95.8304,96.7984,29-May-15
96.3751,95.4113,96.3751,01-Jun-15
94.9571,94.0075,94.9571,02-Jun-15
94.0325,93.0922,94.0325,03-Jun-15
93.925,92.9858,93.925,04-Jun-15
94.2261,93.2838,94.2261,05-Jun-15
93.6238,92.6876,93.6238,08-Jun-15
93.4628,92.5282,93.4628,09-Jun-15
94.184,93.2422,94.184,10-Jun-15
93.2944,92.3615,93.2944,11-Jun-15
93.2337,92.3014,93.2337,12-Jun-15
93.7386,92.8012,93.7386,15-Jun-15
93.8224,92.8842,93.8224,16-Jun-15
