Security_name,Flow,Cash_flow_start_date,Cash_flow_end_date,Cash_flow_value_date,Unit,Value,Valuation_price,Indicative_xirr
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-24,2020-02-24,2020-03-24,1217.8203464558335,50544.41565930291,41.504,-5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-25,2020-02-25,2020-03-25,1217.4611761668605,52124.38279640796,42.814,-4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-26,2020-02-26,2020-03-26,1219.7150078375062,53904.08505637075,44.194,-3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-27,2020-02-27,2020-03-27,1220.3930986564421,54644.32138544086,44.776,-3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-28,2020-02-28,2020-03-28,1218.3967658026984,54554.933585581624,44.776,-3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-29,2020-02-29,2020-03-29,1218.9226302353431,54578.47969141773,44.776,-3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-30,2020-02-29,2020-03-30,1217.6768835139103,52769.24542395881,43.336,-4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-31,2020-02-29,2020-03-31,1219.4548984841913,54252.32897866318,44.489,-3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-01,2020-03-01,2020-04-01,1220.2704007079137,53028.0705331631,43.456,-4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-02,2020-03-02,2020-04-02,1219.2541433818328,52983.90805480093,43.456,-4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-03,2020-03-03,2020-04-03,1219.2993655919793,52126.267178422706,42.751,-4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-04,2020-03-04,2020-04-04,1220.9369638770804,52196.27614270906,42.751,-4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-05,2020-03-05,2020-04-05,1220.5180297137051,52178.36628829061,42.751,-4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-06,2020-03-06,2020-04-06,1219.8717166681524,52150.73575928018,42.751,-4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-07,2020-03-07,2020-04-07,1218.08624031259,54569.04547976372,44.799,-3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-08,2020-03-08,2020-04-08,1217.1275929394917,54354.48404549182,44.658,-3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-09,2020-03-09,2020-04-09,1217.260877137786,55860.10165185301,45.89,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-10,2020-03-10,2020-04-10,1217.189379352706,55856.82061849568,45.89,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-11,2020-03-11,2020-04-11,1215.9650416440388,55800.63576104494,45.89,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-12,2020-03-12,2020-04-12,1218.0416082341396,55895.92940186467,45.89,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-13,2020-03-13,2020-04-13,1217.0504818122422,55636.24572556484,45.714,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-14,2020-03-14,2020-04-14,1215.8637345679174,55581.99476203777,45.714,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-15,2020-03-15,2020-04-15,1216.1371737763286,55576.25270440444,45.699,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-16,2020-03-16,2020-04-16,1215.7191886783844,56172.30511288475,46.205,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-17,2020-03-17,2020-04-17,1215.1400765404396,57508.93440242938,47.327,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-18,2020-03-18,2020-04-18,1213.878745829827,57449.23940388822,47.327,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-19,2020-03-19,2020-04-19,1212.8268371731854,57399.45572289534,47.327,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-20,2020-03-20,2020-04-20,1212.063075740019,57627.53893605921,47.545,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-21,2020-03-21,2020-04-21,1210.6053066495724,56541.32084706828,46.705,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-22,2020-03-22,2020-04-22,1212.811475550928,57017.90590007578,47.013,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-23,2020-03-23,2020-04-23,1212.388456943,57474.487189839856,47.406,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-24,2020-03-24,2020-04-24,1212.0006191387959,56634.364931117656,46.728,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-25,2020-03-25,2020-04-25,1214.3195191294963,56742.722489883105,46.728,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-26,2020-03-26,2020-04-26,1215.0550364536375,56777.091743405574,46.728,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-27,2020-03-27,2020-04-27,1213.0587035998935,57206.635403067376,47.159,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-28,2020-03-28,2020-04-28,1213.639306759661,57851.75847461951,47.668,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-29,2020-03-29,2020-04-29,1212.6994303940694,58650.995251578766,48.364,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-04-30,2020-03-30,2020-04-30,1214.6408776296837,59829.565709405324,49.257,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-01,2020-04-01,2020-05-01,1215.7477564185826,59884.08723791012,49.257,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-02,2020-04-02,2020-05-02,1215.0897297304782,59851.67481733416,49.257,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-03,2020-04-03,2020-05-03,1215.1349519406247,59853.90232773935,49.257,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-04,2020-04-04,2020-05-04,1216.7725502257258,57638.51570419263,47.37,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-05,2020-04-05,2020-05-05,1216.9395863919708,57336.10861285771,47.115,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-06,2020-04-06,2020-05-06,1216.4235434731834,57561.162077151035,47.32,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-07,2020-04-07,2020-05-07,1214.7190141509407,57056.56681368383,46.971,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-08,2020-04-08,2020-05-08,1215.2360200533788,57018.874060904534,46.92,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-09,2020-04-09,2020-05-09,1214.9935126587236,57007.495613947314,46.92,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-10,2020-04-10,2020-05-10,1215.055644679495,57010.410848361906,46.92,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-11,2020-04-11,2020-05-11,1213.8313069708274,56757.53808264892,46.759,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-12,2020-04-12,2020-05-12,1216.9584693566135,57014.50428935734,46.85,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-13,2020-04-13,2020-05-13,1216.5454281572909,57935.54292513466,47.623,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-14,2020-04-14,2020-05-14,1216.1784759007837,56853.911391409834,46.748,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-15,2020-04-15,2020-05-15,1216.7716803320995,56841.489046714036,46.715,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-16,2020-04-16,2020-05-16,1215.6942087405807,56791.154961316235,46.715,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-17,2020-04-17,2020-05-17,1214.8410706190957,56751.30061397106,46.715,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-18,2020-04-18,2020-05-18,1213.5797399084831,55259.13987699287,45.534,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-19,2020-04-19,2020-05-19,1214.7616547405607,55268.01100573129,45.497,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-20,2020-04-20,2020-05-20,1213.4468989156035,56073.381198890034,46.21,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-21,2020-04-21,2020-05-21,1211.1633745556032,56164.06800489243,46.372,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-22,2020-04-22,2020-05-22,1212.663569881651,55844.37005661991,46.051,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-23,2020-04-23,2020-05-23,1211.8631395204834,55807.50943805779,46.051,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-24,2020-04-24,2020-05-24,1211.1057478760235,55772.63079543876,46.051,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-25,2020-04-25,2020-05-25,1213.424647866724,55879.418458910506,46.051,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-26,2020-04-26,2020-05-26,1214.9022753477839,55926.811343359885,46.034,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-27,2020-04-27,2020-05-27,1211.874811304675,57018.70987188495,47.05,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-28,2020-04-28,2020-05-28,1213.4201265656059,57815.828770471424,47.647,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-29,2020-04-29,2020-05-29,1212.4991235705936,58248.45789633132,48.04,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-30,2020-04-30,2020-05-30,1214.793623160035,58358.685656608075,48.04,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-05-31,2020-04-30,2020-05-31,1215.900501948934,58411.86011362679,48.04,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-01,2020-05-01,2020-06-01,1215.2424752608297,59408.34364560092,48.886,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-02,2020-05-02,2020-06-02,1215.2876974709761,60029.13581657887,49.395,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-03,2020-05-03,2020-06-03,1216.2998565848807,60474.42886940027,49.72,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-04,2020-05-04,2020-06-04,1216.4738030854944,60213.0203051258,49.498,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-05,2020-05-05,2020-06-05,1214.602590058096,60940.25575098485,50.173,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-06,2020-05-06,2020-06-06,1212.5242618919256,60835.979791903585,50.173,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-07,2020-05-07,2020-06-07,1213.350775459351,60877.448457122024,50.173,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-08,2020-05-08,2020-06-08,1213.1082680646962,61139.44360219262,50.399,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-09,2020-05-09,2020-06-09,1213.2542968835203,60619.03768948821,49.964,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-10,2020-05-10,2020-06-10,1212.5593671661973,60925.045403265576,50.245,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-11,2020-05-11,2020-06-11,1215.0861244039384,60207.51746421514,49.55,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-12,2020-05-12,2020-06-12,1214.7370498782964,60266.74925561192,49.613,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-13,2020-05-13,2020-06-13,1214.091124583775,60234.70296397482,49.613,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-14,2020-05-14,2020-06-14,1214.7777422186168,60268.76812469224,49.613,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-15,2020-05-15,2020-06-15,1213.700270627098,59357.225435288856,48.906,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-16,2020-05-16,2020-06-16,1212.750250601479,59852.863117934794,49.353,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-17,2020-05-17,2020-06-17,1212.1299231579537,59868.30903469449,49.391,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-18,2020-05-18,2020-06-18,1213.2283900831264,60950.16786099611,50.238,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-19,2020-05-19,2020-06-19,1211.7523687945143,61521.879516066285,50.771,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-20,2020-05-20,2020-06-20,1209.6847128851916,61416.902557894064,50.771,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-21,2020-05-21,2020-06-21,1211.128235194396,61490.19162905468,50.771,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-22,2020-05-22,2020-06-22,1210.3278048332284,61801.7583703943,51.062,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-23,2020-05-23,2020-06-23,1209.3748282134572,62534.35361726145,51.708,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-24,2020-05-24,2020-06-24,1211.3711597921672,61815.0589130345,51.029,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-25,2020-05-25,2020-06-25,1212.5059706555212,61851.14206910879,51.011,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-26,2020-05-26,2020-06-26,1209.1360814299976,62211.260525654805,51.451,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-27,2020-05-27,2020-06-27,1210.7391155437329,62293.7382338406,51.451,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-28,2020-05-28,2020-06-28,1210.1692038100068,62264.41570522866,51.451,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-29,2020-05-29,2020-06-29,1212.4637033994486,62098.75349700956,51.217,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-06-30,2020-05-30,2020-06-30,1214.3793066096894,62147.075395057465,51.176,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-01,2020-06-01,2020-07-01,1213.8820489952757,62834.17650214245,51.763,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-02,2020-06-02,2020-07-02,1213.3427777534387,63247.9189759535,52.127,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-03,2020-06-03,2020-07-03,1214.1583124798603,63499.265584384215,52.299,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-04,2020-06-04,2020-07-04,1214.3438647988448,63508.96978511479,52.299,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-05,2020-06-05,2020-07-05,1212.4578041077339,63410.330697030375,52.299,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-06,2020-06-06,2020-07-06,1210.3794759415634,63915.2986065702,52.806,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-07,2020-06-07,2020-07-07,1211.2793737248412,64259.58205547655,53.051,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-08,2020-06-08,2020-07-08,1210.7112948388362,64092.63452617831,52.938,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-09,2020-06-09,2020-07-09,1210.6676483677995,64534.63899624555,53.305,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-10,2020-06-10,2020-07-10,1210.527613042842,64177.33193307931,53.016,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-11,2020-06-11,2020-07-11,1212.5856660398797,64286.44167077026,53.016,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-12,2020-06-12,2020-07-12,1212.3293905711316,64272.85497051911,53.016,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-13,2020-06-13,2020-07-13,1211.6834652766101,64048.37629105634,52.859,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-14,2020-06-14,2020-07-14,1212.9252935014893,63397.179240735844,52.268,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-15,2020-06-15,2020-07-15,1211.8906086770323,63480.041973111634,52.381,2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-16,2020-06-16,2020-07-16,1210.6449514514961,63890.57666790126,52.774,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-17,2020-06-17,2020-07-17,1210.0590274190208,64527.607696146704,53.326,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-18,2020-06-18,2020-07-18,1211.486886677047,64603.74971894021,53.326,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-19,2020-06-19,2020-07-19,1210.162832837751,64533.143223905914,53.326,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-20,2020-06-20,2020-07-20,1208.0951769284281,64962.90194897237,53.773,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-21,2020-06-21,2020-07-21,1209.5386992376327,65659.80828811489,54.285,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-22,2020-06-22,2020-07-22,1209.0956188848218,65630.91928868702,54.281,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-23,2020-06-23,2020-07-23,1207.8523641840904,65900.42498988398,54.56,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-24,2020-06-24,2020-07-24,1209.360817853778,65804.95018187762,54.413,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-25,2020-06-25,2020-07-25,1210.4061500093978,65861.82984046136,54.413,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-26,2020-06-26,2020-07-26,1207.0299574398157,65678.12107417268,54.413,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-27,2020-06-27,2020-07-27,1208.6329915535512,65168.282271575925,53.919,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-28,2020-06-28,2020-07-28,1207.702847345714,65451.45581190097,54.195,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-29,2020-06-29,2020-07-29,1209.4965786087612,65364.82359775328,54.043,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-30,2020-06-30,2020-07-30,1211.4377138080376,64982.73040637695,53.641,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-07-31,2020-06-30,2020-07-31,1211.3172519413463,65040.46852573865,53.694,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-01,2020-07-01,2020-08-01,1210.5367253432853,64998.55893058237,53.694,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-02,2020-07-02,2020-08-02,1211.4285158078937,65046.44272778905,53.694,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-03,2020-07-03,2020-08-03,1211.614068126878,64523.29558402876,53.254,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-04,2020-07-04,2020-08-04,1209.6386323544152,65228.553611079486,53.924,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-05,2020-07-05,2020-08-05,1207.9204611423029,65042.89307112958,53.847,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-06,2020-07-06,2020-08-06,1208.7638454408007,65666.0959035715,54.325,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-07,2020-07-07,2020-08-07,1208.130478490518,65647.39394021776,54.338,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-08,2020-07-08,2020-08-08,1208.0066709022278,65640.66648348526,54.338,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-09,2020-07-09,2020-08-09,1208.090877329996,65645.24209235732,54.338,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-10,2020-07-10,2020-08-10,1210.148930327034,66427.49508351155,54.892,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-11,2020-07-11,2020-08-11,1210.1840362286925,66741.64959801239,55.15,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-12,2020-07-12,2020-08-12,1209.6550780502205,66824.97547672833,55.243,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-13,2020-07-13,2020-08-13,1210.8733643771855,66957.66442996523,55.297,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-14,2020-07-14,2020-08-14,1209.6484465001072,66335.91115761938,54.839,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-15,2020-07-15,2020-08-15,1208.4215048139085,66268.62690248992,54.839,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-16,2020-07-16,2020-08-16,1207.9355420199083,66241.97718882975,54.839,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-17,2020-07-17,2020-08-17,1209.3634012779344,66435.16908580204,54.934,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-18,2020-07-18,2020-08-18,1207.92709922189,66937.28020338104,55.415,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-19,2020-07-19,2020-08-19,1205.6038195825847,67135.25429727581,55.686,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-20,2020-07-20,2020-08-20,1207.1264194896642,66972.58087970606,55.481,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-21,2020-07-21,2020-08-21,1206.9534850852826,67285.24288653434,55.748,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-22,2020-07-22,2020-08-22,1205.5350150059458,67206.16601655146,55.748,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-23,2020-07-23,2020-08-23,1206.7747199462915,67275.27708756586,55.748,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-24,2020-07-24,2020-08-24,1207.8200521019112,67935.0466505241,56.246,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-25,2020-07-25,2020-08-25,1204.532658496725,67791.09802019568,56.28,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-26,2020-07-26,2020-08-26,1205.6802615281113,68013.62923306228,56.411,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-27,2020-07-27,2020-08-27,1204.5462202310684,68194.17971216171,56.614,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-28,2020-07-28,2020-08-28,1206.421173722708,68791.34174684253,57.021,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-08-29,2020-07-29,2020-08-29,1208.603195465311,68915.7628086275,57.021,5
