Security_name,Flow,Cash_flow_start_date,Cash_flow_end_date,Cash_flow_value_date,Unit,Value,Valuation_price,Indicative_xirr
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-14,2019-08-14,2019-09-14,1255.6093425917877,68783.53539652072,54.781,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-15,2019-08-15,2019-09-15,1254.0623775603121,68698.79110513146,54.781,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-16,2019-08-16,2019-09-16,1254.5177134388437,68387.52411269168,54.513,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-17,2019-08-17,2019-09-17,1254.5356005249225,67502.7970574445,53.807,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-18,2019-08-18,2019-09-18,1253.4279567790652,67614.9177004899,53.944,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-19,2019-08-19,2019-09-19,1252.675820092043,67021.91440238459,53.503,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-20,2019-08-20,2019-09-20,1251.2311203222598,69318.20406585319,55.4,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-21,2019-08-21,2019-09-21,1250.175475879868,69259.72136374468,55.4,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-22,2019-08-22,2019-09-22,1249.107280819763,69200.54335741486,55.4,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-23,2019-08-23,2019-09-23,1247.380578198937,70636.6673822494,56.628,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-24,2019-08-24,2019-09-24,1250.098370649913,70649.30941727983,56.515,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-25,2019-08-25,2019-09-25,1250.1980096795967,69933.57626545728,55.938,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-26,2019-08-26,2019-09-26,1249.9514174085627,70397.26382845026,56.32,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-27,2019-08-27,2019-09-27,1252.2121642100453,70287.92098927406,56.131,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-28,2019-08-28,2019-09-28,1252.5700022285444,70308.00679509042,56.131,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-29,2019-08-29,2019-09-29,1249.7569538426646,70150.1075761426,56.131,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-09-30,2019-08-30,2019-09-30,1249.4366690859363,69918.47600204899,55.96,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-01,2019-09-01,2019-10-01,1247.8590923567838,69207.51312119959,55.461,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-02,2019-09-02,2019-10-02,1249.4847923405794,69297.67606800087,55.461,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-03,2019-09-03,2019-10-03,1249.8207550166146,69112.58811090876,55.298,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-04,2019-09-04,2019-10-04,1248.2141062322685,68345.96338674787,54.755,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-05,2019-09-05,2019-10-05,1248.6498636633703,68369.82328488784,54.755,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-06,2019-09-06,2019-10-06,1250.3924404422344,68465.23807641455,54.755,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-07,2019-09-07,2019-10-07,1250.7247406733723,67989.39690300451,54.36,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-08,2019-09-08,2019-10-08,1251.0603301092317,68007.63954473783,54.36,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-09,2019-09-09,2019-10-09,1249.6073119813143,68683.41629574096,54.964,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-10,2019-09-10,2019-10-10,1249.4942747661437,68194.89852818659,54.578,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-11,2019-09-11,2019-10-11,1249.5847256599766,68452.25127165351,54.78,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-12,2019-09-12,2019-10-12,1250.117953307832,68481.46148220304,54.78,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-13,2019-09-13,2019-10-13,1248.2485249497106,68379.05419674514,54.78,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-14,2019-09-14,2019-10-14,1250.7740429846858,68671.24728198821,54.903,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-15,2019-09-15,2019-10-15,1249.2864197405559,68720.7473770885,55.008,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-16,2019-09-16,2019-10-16,1249.2158765163103,68869.2712723442,55.13,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-17,2019-09-17,2019-10-17,1249.6124310365433,69379.73178357992,55.521,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-18,2019-09-18,2019-10-18,1248.858736086699,69804.95905356605,55.895,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-19,2019-09-19,2019-10-19,1248.0394395371154,69759.16447292706,55.895,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-20,2019-09-20,2019-10-20,1246.5947397673322,69678.41297929504,55.895,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-21,2019-09-21,2019-10-21,1245.2465601509628,69603.05647963806,55.895,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-22,2019-09-22,2019-10-22,1244.106523238941,69238.26033781678,55.653,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-23,2019-09-23,2019-10-23,1241.891049970499,69210.5882148559,55.73,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-24,2019-09-24,2019-10-24,1244.4276856908632,69172.75733681233,55.586,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-25,2019-09-25,2019-10-25,1243.9529791723062,69239.66677370973,55.661,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-26,2019-09-26,2019-10-26,1244.0010712561575,69242.34362718898,55.661,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-27,2019-09-27,2019-10-27,1246.26181805764,69368.1790549063,55.661,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-28,2019-09-28,2019-10-28,1246.619656076139,69388.09667685398,55.661,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-29,2019-09-29,2019-10-29,1244.079695567455,70042.93094014328,56.301,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-30,2019-09-30,2019-10-30,1243.7224923025813,70168.33557072702,56.418,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-10-31,2019-09-30,2019-10-31,1242.1208144726622,70356.20717336054,56.642,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-01,2019-10-01,2019-11-01,1243.6533286108795,70700.44807819989,56.849,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-02,2019-10-02,2019-11-02,1243.9892912869147,70719.54722036982,56.849,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-03,2019-10-03,2019-11-03,1242.3826425025682,70628.21084362849,56.849,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-04,2019-10-04,2019-11-04,1242.7460780656163,70856.41038698917,57.016,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-05,2019-10-05,2019-11-05,1244.4886548444802,70752.91349387323,56.853,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-06,2019-10-06,2019-11-06,1244.3666346692999,70897.78901028336,56.975,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-07,2019-10-07,2019-11-07,1244.7292383682181,70999.35575652316,57.04,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-08,2019-10-08,2019-11-08,1243.6182165905682,70555.4359000493,56.734,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-09,2019-10-09,2019-11-09,1243.216727940285,70532.65784296412,56.734,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-10,2019-10-10,2019-11-10,1243.3071788341178,70537.78948397485,56.734,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-11,2019-10-11,2019-11-11,1243.9301503440265,70700.0140249531,56.836,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-12,2019-10-12,2019-11-12,1242.4116538654384,70613.70875909606,56.836,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-13,2019-10-13,2019-11-13,1244.839170685463,70241.29504509794,56.426,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-14,2019-10-14,2019-11-14,1243.5043453142443,70294.05713626892,56.529,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-15,2019-10-15,2019-11-15,1242.3188080135953,70481.71525384331,56.734,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-16,2019-10-16,2019-11-16,1242.7885881938014,70508.36776258714,56.734,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-17,2019-10-17,2019-11-17,1242.0348932439574,70465.60763330269,56.734,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-18,2019-10-18,2019-11-18,1240.8241637463277,70496.18403908386,56.814,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-19,2019-10-19,2019-11-19,1239.7865599033278,70737.26196184427,57.056,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-20,2019-10-20,2019-11-20,1238.7493027243256,70982.8125447093,57.302,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-21,2019-10-21,2019-11-21,1237.7582688843459,70725.50748405153,57.14,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-22,2019-10-22,2019-11-22,1235.6025811865093,70337.91253662323,56.926,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-23,2019-10-23,2019-11-23,1238.1392169068733,70482.31306164067,56.926,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-24,2019-10-24,2019-11-24,1237.6645103883163,70455.28991836529,56.926,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-25,2019-10-25,2019-11-25,1237.7670421598636,71063.91919152424,57.413,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-26,2019-10-26,2019-11-26,1240.1168946460352,71010.33350432663,57.261,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-27,2019-10-27,2019-11-27,1240.649960301365,71193.45732193353,57.384,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-28,2019-10-28,2019-11-28,1238.2977533745493,71488.16760006611,57.731,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-29,2019-10-29,2019-11-29,1238.2681872065093,71235.09227361607,57.528,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-11-30,2019-10-30,2019-11-30,1237.0848255554972,71167.01584455665,57.528,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-01,2019-11-01,2019-12-01,1238.617339693715,71255.17831790003,57.528,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-02,2019-11-02,2019-12-02,1239.0860093797507,71183.01306684793,57.448,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-03,2019-11-03,2019-12-03,1237.534059818673,70723.83398457734,57.149,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-04,2019-11-04,2019-12-04,1237.6953428616878,71033.811117518,57.392,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-05,2019-11-05,2019-12-05,1239.6671935641707,70939.95515170967,57.225,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-06,2019-11-06,2019-12-06,1239.4776099535138,70417.20197667902,56.812,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-07,2019-11-07,2019-12-07,1239.7881398281638,70434.84379991764,56.812,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-08,2019-11-08,2019-12-08,1238.6771180505139,70371.72443068579,56.812,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-09,2019-11-09,2019-12-09,1238.2347328186881,70462.98570578027,56.906,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-10,2019-11-10,2019-12-10,1238.2726474008027,70088.70838818022,56.602,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-11,2019-11-11,2019-12-11,1238.9669369159344,70176.32627385543,56.641,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-12,2019-11-12,2019-12-12,1237.3345672141797,70356.08082636548,56.861,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-13,2019-11-13,2019-12-13,1239.4361245968548,70996.14065303245,57.281,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-14,2019-11-14,2019-12-14,1238.299811612543,70931.05150897807,57.281,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-15,2019-11-15,2019-12-15,1237.1142743118937,70863.14274685958,57.281,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-16,2019-11-16,2019-12-16,1237.5840544920998,70808.37167776549,57.215,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-17,2019-11-17,2019-12-17,1237.1399625593106,71258.02470345373,57.599,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-18,2019-11-18,2019-12-18,1235.9560406604137,71334.43884275644,57.716,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-19,2019-11-19,2019-12-19,1234.7346957296738,71251.60035177656,57.706,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-20,2019-11-20,2019-12-20,1233.7509817022335,71335.48176202315,57.82,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-21,2019-11-21,2019-12-21,1232.9331857180046,71288.19679821502,57.82,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-22,2019-11-22,2019-12-22,1230.7774980201675,71163.55493552609,57.82,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-23,2019-11-23,2019-12-23,1233.3141337405318,71360.78909236091,57.861,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-24,2019-11-24,2019-12-24,1232.8619891133014,71201.4784572605,57.753,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-25,2019-11-25,2019-12-25,1232.6352613299607,71188.38424758922,57.753,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-26,2019-11-26,2019-12-26,1235.0298937290454,71032.74433782605,57.515,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-27,2019-11-27,2019-12-27,1235.541004881329,71699.68005426839,58.031,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-28,2019-11-28,2019-12-28,1233.5837112613112,71586.09634820514,58.031,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-29,2019-11-29,2019-12-29,1233.5541450932712,71584.38059390763,58.031,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-30,2019-11-30,2019-12-30,1232.3192609460798,71536.13309791993,58.05,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2014-12-31,2019-11-30,2019-12-31,1233.8211741994023,71327.20208046745,57.81,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-01,2019-12-01,2020-01-01,1234.2611965278004,71552.59008510965,57.972,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-02,2019-12-02,2020-01-02,1232.8611579656192,72090.32335088162,58.474,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-03,2019-12-03,2020-01-03,1233.341020302748,71868.01459406142,58.271,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-04,2019-12-04,2020-01-04,1235.2211766894532,71977.57318687113,58.271,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-05,2019-12-05,2020-01-05,1235.0315930787963,71966.52596029454,58.271,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-06,2019-12-06,2020-01-06,1235.3104904720103,70832.70352366507,57.34,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-07,2019-12-07,2020-01-07,1233.7541493962985,70965.53867327509,57.52,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-08,2019-12-08,2020-01-08,1233.050175887225,70789.41059768558,57.41,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-09,2019-12-09,2020-01-09,1233.2946558557012,71775.2823814901,58.198,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-10,2019-12-10,2020-01-10,1233.772421918315,71821.59399713088,58.213,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-11,2019-12-11,2020-01-11,1231.9711193274275,71716.73476940753,58.213,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-12,2019-12-12,2020-01-12,1234.0726767101025,71839.0727293252,58.213,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-13,2019-12-13,2020-01-13,1232.9115443293717,72130.25698944557,58.504,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-14,2019-12-14,2020-01-14,1231.4680918921567,72236.68680230202,58.659,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-15,2019-12-15,2020-01-15,1231.3600889322395,72160.1639316071,58.602,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-16,2019-12-16,2020-01-16,1230.9357291521915,72258.38917269194,58.702,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-17,2019-12-17,2020-01-17,1230.36437262965,72275.29434138353,58.743,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-18,2019-12-18,2020-01-18,1229.227987898049,72208.5396930951,58.743,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-19,2019-12-19,2020-01-19,1228.2442738706086,72150.75337998116,58.743,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-20,2019-12-20,2020-01-20,1227.2774704125266,71805.5502388961,58.508,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-21,2019-12-21,2020-01-21,1225.3439490648732,71492.69270819002,58.345,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-22,2019-12-22,2020-01-22,1227.718746344409,71332.91460010286,58.102,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-23,2019-12-23,2020-01-23,1226.9979877509859,71672.63345849834,58.413,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-24,2019-12-24,2020-01-24,1226.8323833926881,71876.42884582742,58.587,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-25,2019-12-25,2020-01-25,1229.281719326076,72019.92809015681,58.587,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-26,2019-12-26,2020-01-26,1229.7928304783593,72049.87255923563,58.587,7
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-27,2019-12-27,2020-01-27,1227.859743570026,71476.17139269836,58.212,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-28,2019-12-28,2020-01-28,1227.9953827192521,71272.85201302539,58.04,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-29,2019-12-29,2020-01-29,1226.7838156460086,71526.4035874249,58.304,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-30,2019-12-30,2020-01-30,1228.5356753269011,71359.49470136306,58.085,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-01-31,2019-12-31,2020-01-31,1229.1585434570484,71062.57203142579,57.814,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-01,2020-01-01,2020-02-01,1227.9461290536206,70992.47750510601,57.814,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-02,2020-01-02,2020-02-02,1228.4259913907495,71020.22026626479,57.814,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-03,2020-01-03,2020-02-03,1230.2770721084864,69572.1684277349,56.55,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-04,2020-01-04,2020-02-04,1230.2173043594823,70719.04174110484,57.485,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-05,2020-01-05,2020-02-05,1229.798091637045,71399.61760426356,58.058,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-06,2020-01-06,2020-02-06,1228.2002471602457,71634.77941562133,58.325,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-07,2020-01-07,2020-02-07,1227.7563961193234,71554.87052223028,58.281,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-08,2020-01-08,2020-02-08,1228.0762004722483,71573.5090397231,58.281,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-09,2020-01-09,2020-02-09,1228.5539665348624,71601.35372361832,58.281,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-10,2020-01-10,2020-02-10,1226.7728022734582,71269.36594807655,58.095,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-11,2020-01-11,2020-02-11,1228.8444082009216,71594.9329106021,58.262,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-12,2020-01-12,2020-02-12,1227.6725488955801,71618.73348492147,58.337,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-13,2020-01-13,2020-02-13,1226.1297995033349,71316.61365831197,58.164,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-14,2020-01-14,2020-02-14,1226.4339079351107,71098.82651081424,57.972,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-15,2020-01-15,2020-02-15,1225.912343272147,71068.59036417291,57.972,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-16,2020-01-16,2020-02-16,1225.3409867496055,71035.46768384812,57.972,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-17,2020-01-17,2020-02-17,1224.1923468340603,70553.8775250874,57.633,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-18,2020-01-18,2020-02-18,1223.3104707726507,70313.43923907042,57.478,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-19,2020-01-19,2020-02-19,1222.549648595472,70944.55610799525,58.03,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-20,2020-01-20,2020-02-20,1220.8942727071665,71085.34813410205,58.224,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-21,2020-01-21,2020-02-21,1223.1857613690584,71218.76776995204,58.224,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-22,2020-01-22,2020-02-22,1222.5879457958272,71183.96055601623,58.224,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-23,2020-01-23,2020-02-23,1222.4223414375294,71174.31840785871,58.224,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-24,2020-01-24,2020-02-24,1224.8660372122392,70170.12553981476,57.288,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-25,2020-01-25,2020-02-25,1225.4486648309658,70056.44927105666,57.168,6
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-26,2020-01-26,2020-02-26,1223.6773579098287,69462.04522175142,56.765,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-27,2020-01-27,2020-02-27,1223.7057110653682,69132.03044092692,56.494,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-02-28,2020-01-28,2020-02-28,1222.4599643439356,67421.11195349673,55.152,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-01,2020-02-01,2020-03-01,1223.8513618690893,67497.85030980401,55.152,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-02,2020-02-02,2020-03-02,1224.4742299992363,67328.940010738,54.986,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-03,2020-02-03,2020-03-03,1223.5404530677883,67886.91849801317,55.484,5
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-04,2020-02-04,2020-03-04,1223.9647856349263,67409.86056884358,55.075,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-05,2020-02-05,2020-03-05,1225.6356813337047,67547.23366966314,55.112,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-06,2020-02-06,2020-03-06,1225.2167471703297,66216.83910082046,54.045,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-07,2020-02-07,2020-03-07,1224.570434124777,66181.90911227357,54.045,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-08,2020-02-08,2020-03-08,1222.730023014049,66082.44409379429,54.045,4
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-09,2020-02-09,2020-03-09,1222.2861719731266,64030.683404984215,52.386,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-10,2020-02-10,2020-03-10,1222.520531169978,64042.960545870475,52.386,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-11,2020-02-11,2020-03-11,1222.4781230272192,63788.9084595603,52.18,3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-12,2020-02-12,2020-03-12,1220.9380509494106,59709.975381680924,48.905,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-13,2020-02-13,2020-03-13,1223.3276205939515,61524.8160225316,50.293,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-14,2020-02-14,2020-03-14,1222.3364941720538,61474.969301395104,50.293,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-15,2020-02-15,2020-03-15,1221.0482833462754,61410.18131433423,50.293,1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-16,2020-02-16,2020-03-16,1221.3523917780515,58342.78240284574,47.769,0
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-17,2020-02-17,2020-03-17,1220.8992019809614,57067.27049899409,46.742,-1
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-18,2020-02-18,2020-03-18,1220.3790147777734,54937.802108251024,45.017,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-19,2020-02-19,2020-03-19,1219.3020570988028,53739.51886457263,44.074,-3
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-20,2020-02-20,2020-03-20,1218.5188627836292,55089.23778644788,45.21,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-21,2020-02-21,2020-03-21,1217.7551013504628,55054.708132054424,45.21,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-22,2020-02-22,2020-03-22,1216.016717733198,54976.115808717885,45.21,-2
HDFC Hybrid Equity Fund - Direct - Growth,60000.0,2015-03-23,2020-02-23,2020-03-23,1218.3082063950899,50027.389879201575,41.063,-5
